354	10	307	2	\N	868	FrqrBEUBnq
356	10	388	2	\N	970	LfrErE1PuR
357	10	2679	0	\N	924	LfnqUfnBU1
361	10	968	3	\N	970	LBlqLDfnfp
364	10	276	0	\N	1260	FLubdRfdbE
365	10	703	0	\N	1000	LqdBnqdBU1
366	10	2695	3	\N	1080	LqdBuqdBu1
367	10	61	0	\N	912	BPURqFpPDE
369	10	1356	0	\N	848	LquFnEuBU1
371	10	1120	3	\N	1000	LquBlElFu1
375	10	3391	3	\N	972	LU1bFpPDbE
377	10	1378	0	RFU	778	LU1ELnlULF
378	10	61	0	\N	892	RUPqFDPpBE
380	10	2012	0	\N	940	FUELDPERp1
381	10	60	0	\N	880	LU1qPEnFRB
383	10	1160	0	RFU	760	LU1qUBULu1
384	10	2047	3	\N	800	FUE1nquBUL
386	10	3646	1	\N	840	BUqPuEuFUR
388	10	1330	3	\N	1040	BUqrpLE1Dr
390	10	123	0	\N	868	FUEUBlElqF
1	0	1	0	\N	0	
392	10	1028	2	RFU	746	BUqnBn1BLb
393	10	277	0	\N	788	FUEnBELF1q
394	10	123	2	\N	868	FUEnBElFlq
396	10	1137	0	\N	788	LU1nE1BLqF
398	10	3661	3	RFU	800	LU1uqnBLu1
399	10	436	0	RFU	762	FUfLF1n1uL
400	10	3609	1	\N	860	FUfLFlqUBL
401	10	2763	3	RFU	840	FUf1nLUfuE
402	10	1243	3	\N	820	LURFPnRE1P
403	10	703	0	\N	860	LUPDRnPp1R
404	10	1356	0	\N	764	LUPUFnEn1R
405	10	436	1	\N	840	FUqURuPEnB
407	10	3661	0	\N	856	LUFURUPEu1
408	10	2218	0	\N	848	LUFn1BLE1q
409	10	2082	0	\N	848	BULnF1qLE1
410	10	522	2	\N	784	LUFnRnPUE1
411	10	968	0	\N	848	BULnE1qLF1
412	10	3335	1	\N	768	LUFnFPERE1
414	10	492	0	\N	824	FURuPEn1uL
415	10	1044	0	\N	800	LUFuEU1qUB
416	10	2431	1	RFU	728	LUFuEUFUE1
417	10	2431	3	\N	800	LUFuEn1qUB
419	10	3661	1	\N	824	LUFuEu1qUB
420	10	340	0	RFU	752	FURuPuRUPE
421	10	528	2	RFU	800	LUELF1FnE1
422	10	3738	3	RFU	802	LUELFlULu1
423	10	2759	0	\N	880	FUPpRnPDRE
424	10	1391	2	RFU	800	LUEnF1nEuF
426	10	1115	3	\N	960	BUlD1nLplq
427	10	3443	3	\N	796	BUPULn1Rnq
428	10	340	2	\N	824	LUqUFnBnE1
429	10	277	0	\N	892	Ln1BEDLpqF
430	10	2767	0	RFU	744	FnEUPnFUER
434	10	2607	3	\N	980	RnLd1ULd1P
436	10	340	1	\N	808	BnFUqURuPE
437	10	267	0	\N	940	BnFUfplDqF
439	10	751	0	\N	860	FnqDBUqpBE
441	10	2535	0	\N	918	BnElnlUlqF
442	10	1330	2	\N	808	FnqUEuPURB
443	10	2049	0	\N	764	FnqURUPnBE
444	10	2175	3	\N	920	RnBLU1bRBr
445	10	1160	0	RFU	760	LnFUE1nLu1
447	10	1356	0	RFU	800	Bn1BLqLU1q
448	10	2474	1	\N	842	Bn1BLbnPuR
449	10	3753	2	RFU	816	RnqUBUPquB
450	10	2431	3	RFU	800	RnquBUPqUB
451	10	2759	0	\N	1000	LnqdBUqdB1
452	10	2912	3	\N	890	Fn1qUBLFnf
454	10	783	2	\N	924	BnPUlnRUlq
455	10	2323	0	\N	856	BnPnEUFRuq
456	10	1362	0	\N	832	LnquFUEuB1
458	10	340	2	\N	940	FuqFPERBuE
459	10	1328	3	\N	950	BuBrFRErbP
460	10	388	2	\N	930	Ru1PqrqrbL
463	10	3601	2	RFU	816	RuPqURUPnB
464	10	62	0	\N	960	Lu1qPEuFRB
465	10	3443	3	RFU	800	FuE1ULnFuE
466	10	3755	3	RFU	800	RuPEUFuRnP
467	10	946	1	\N	990	BuqrELE1fr
469	10	3543	3	RFU	816	BuqUPnRBuq
470	10	340	0	RFU	778	BuqnqRBrUR
471	10	3674	1	RFU	818	Buqnb1qLnq
472	10	911	2	RFU	816	Lu1nELn1UF
473	10	492	0	\N	856	BuqnPEuFUR
474	10	1997	2	\N	784	Lu1nqUPnRB
476	10	2323	2	\N	784	BuqnPnEnFR
477	10	1997	0	RFU	776	Lu1nqnBLn1
478	10	307	0	\N	808	BuqnPuEnFR
479	10	3443	1	RFU	800	BuqnPuRBnq
480	10	1997	1	\N	878	Lu1nbRBPnB
482	10	94	2	\N	852	BuquqFRBPE
485	10	259	2	\N	994	RurpfnfDUR
486	10	259	2	\N	1102	RurdUlnldR
487	10	3428	3	\N	810	LulBLBRBPB
488	10	3543	3	RFU	818	BubRBPnBnq
490	10	1120	3	\N	970	LulbRqLbPB
491	10	706	1	RFU	856	LulnqUBln1
492	10	783	2	\N	1060	FuBdquBdqE
493	10	1120	3	\N	900	LuRFPuRE1P
495	10	94	2	\N	940	BuE1BLqFuq
496	10	94	0	\N	870	BuE1B1qlqF
499	10	3543	3	\N	896	FuqnRUPBuE
501	10	3755	2	\N	856	BuLFnEn1nq
502	10	2021	0	\N	1000	RuqrBrEuFP
503	10	2679	0	\N	960	RuqpBuqDBP
504	10	896	1	\N	888	LuBnFUquE1
506	10	2268	3	\N	856	Fu1qnBULUE
507	10	2021	0	\N	896	RuEuBuquFP
508	10	2021	0	\N	912	RuEuFrqrBP
509	10	2615	3	\N	1036	1DfpBDfpqL
511	10	60	0	\N	912	ED1pqFLU1B
512	10	2536	3	\N	940	PpLE1DREUF
513	10	60	0	\N	912	Ep1DqF1ULB
514	10	387	2	\N	1022	PpnfUfDruP
515	10	276	0	\N	1160	EdfRfdbLbF
517	10	387	2	\N	1122	PdlUldnruP
518	10	2607	3	\N	980	qEdBUqdBnF
519	10	831	2	\N	1060	1PdRuPdRuL
522	10	1603	3	\N	900	1PqRuPBRuL
524	10	2759	0	\N	860	1PERqPFRBL
525	10	2623	3	\N	960	1PqLf1BLfR
528	10	491	0	\N	880	qEuBFLRu1P
530	10	2615	3	\N	960	1rDLU1pLnr
531	10	3391	0	\N	872	1rDBpqPBLP
533	10	2695	3	\N	1080	1rdLU1dLnr
534	10	1997	1	\N	1018	1rd1dLrBLq
535	10	276	0	\N	1220	bEdfRfdbLF
536	10	276	0	\N	1250	bEdfLdbuRF
538	10	2607	3	\N	1060	1rqLf1BLfr
539	10	62	0	\N	1170	1rqrdlEldL
541	10	783	2	\N	1160	qfrBlqrBlf
542	10	1997	1	\N	950	lPf1flRBLq
545	10	2615	3	\N	1000	PBdqUBdqnR
546	10	815	1	\N	1080	qLd1uLd1uB
547	10	1853	0	\N	848	1FURnELFPE
548	10	277	0	\N	912	qLn1BEDLpF
550	10	1028	3	\N	848	PBuEUFuqnR
551	10	2546	1	\N	896	qLuPuRu1uB
553	10	2615	3	RFU	760	1ELn1FLEUF
555	10	1362	1	\N	970	q1bLqprUrD
557	10	277	0	\N	912	q1nLBEpLDF
558	10	62	0	\N	1260	1EurdqldLr
559	10	278	0	\N	768	ELF1Rn1ULP
560	10	2474	1	\N	940	qRBLrfPf1r
562	10	2474	1	\N	1008	qRBlRdPdlP
564	10	1356	0	\N	840	qRBPnBLU1q
565	10	2869	0	\N	800	qRBPnPEUFR
566	10	1496	0	\N	870	ELF1ufPERE
568	10	2221	1	RFU	806	ELFUEnlULF
569	10	2831	0	\N	1130	PFPdLq1drE
570	10	40	0	\N	994	PFPdqpBprE
571	10	3388	3	\N	810	ELE1EPEruP
573	10	2021	0	\N	930	ELfPFRfluL
574	10	2021	0	\N	970	ELfPF1fruP
575	10	2546	1	\N	892	qRbPbLu1uB
576	10	751	0	\N	1036	ELDrp1DrpF
578	10	2751	0	\N	960	ELD1uLp1uF
579	10	786	3	RFU	788	qRUrUruPUB
580	10	767	0	RFU	744	PFnEURnFUE
581	10	2687	0	RFU	880	1BuqLB1uLq
582	10	344	2	\N	788	PE1RnLUPFR
584	10	2561	0	\N	848	qPB1qRnBUL
586	10	968	0	\N	848	1qLE1UBnLF
588	10	278	0	\N	788	PELF1Rn1UL
589	10	142	2	\N	852	1qRBLPuPuR
590	10	3442	3	\N	992	qPFPpFDfrB
591	10	3335	1	\N	768	PELE1FnFUR
593	10	703	0	\N	860	1qPERBPFLR
594	10	1833	0	\N	848	1qPBLqnRUB
595	10	277	0	\N	880	qPEUFRBLn1
596	10	276	0	\N	960	1qPuRBLFuE
597	10	62	0	\N	1230	1qrdlEldLr
598	10	523	2	\N	784	E1UqnBnLUF
600	10	1028	3	\N	848	1qUPnBLqRB
601	10	751	0	\N	824	1qUFnBUEnL
602	10	277	0	\N	880	PEUFRBLn1q
603	10	968	0	\N	840	1qUBLnELF1
604	10	968	0	RFU	800	1qUB1BLqnL
605	10	2268	1	\N	768	PEUFURUBuq
607	10	1160	2	\N	768	E1ULnFURuP
608	10	1378	2	RFU	728	E1ULn1uLUF
609	10	123	0	\N	792	PEUFuRUBuq
610	10	436	0	RFU	752	PEUFuEuFUR
611	10	436	2	\N	824	E1nRnLUPUF
612	10	278	0	\N	880	PEnFRBLU1q
614	10	528	2	RFU	800	E1nLELF1UF
615	10	3609	3	\N	880	E1nLfPErnP
616	10	454	0	RFU	704	qPnRUPnRUB
617	10	3335	1	RFU	704	PEnFnRUPUR
618	10	1332	2	\N	808	E1nLuBnFUq
620	10	1348	0	RFU	778	E1nlU1FLn1
621	10	1332	1	\N	888	E1uPULnRuF
622	10	1362	0	RFU	768	qPuRUBuqnB
623	10	436	1	\N	824	E1uLUqUFnB
624	10	355	0	\N	868	PfRf1nRnLP
626	10	3673	3	\N	968	Pf1rnLUrfR
627	10	898	3	\N	930	ElfPFRfLuL
628	10	3737	1	\N	958	ElfnqUBflF
629	10	2623	3	\N	1136	PfDbpfDbpR
631	10	1545	3	\N	960	1bpBnqDbUL
632	10	2831	0	\N	1130	EldPqRd1F1
633	10	3442	3	\N	992	qrFDPpRErB
634	10	3604	3	\N	992	PfLDEpf1FR
636	10	3609	3	\N	888	PfLFlULnFR
637	10	3542	3	\N	1012	ElB1DLpqlF
638	10	219	2	\N	868	PfLf1Rn1UL
639	10	815	1	\N	960	ElqPBlqRBF
641	10	262	2	\N	970	1brBrBLRuP
642	10	831	2	\N	924	PfUBnfUqnR
643	10	61	0	\N	892	PURqFpPDBE
644	10	767	0	RFU	744	PURnFUPnRE
646	10	1356	0	RFU	752	qUBuqnPuRB
648	10	2759	0	\N	860	PULp1nLD1R
649	10	142	3	\N	856	1URBuqnLnP
650	10	1135	3	\N	918	qUFrUrnrBE
652	10	1577	0	\N	764	PULnEnFU1R
653	10	663	1	\N	980	1UPdRnPdLR
655	10	142	3	\N	808	1UPnLnEuFR
656	10	371	0	\N	940	1UPnrDbpLP
658	10	751	0	\N	1000	qULd1nLd1B
659	10	2874	1	\N	890	PUBLn1qPUr
660	10	1789	3	\N	856	qULUFnE1uB
661	10	2615	3	\N	824	qULnPU1nRB
662	10	2751	0	\N	924	qULnrU1nrB
664	10	2927	0	\N	1202	1UfdPbpRpf
665	10	1028	3	RFU	800	qURqPBPnRB
666	10	1160	3	\N	842	1UB1qlUFuE
667	10	3641	0	RFU	816	1UBnqnLBuq
669	10	1743	1	\N	920	1UqPnRb1ql
670	10	2474	0	RFU	760	qUPnRBUquB
671	10	1362	3	RFU	776	1UqnBLu1UL
673	10	278	0	\N	880	EnFRBLU1qP
674	10	1575	1	\N	800	PnRBULu1nq
676	10	960	0	\N	800	qnBLnFuEn1
677	10	2474	0	RFU	760	qnBLn1nquB
678	10	3755	1	\N	840	qnBLuFuEn1
679	10	3442	1	RFU	800	qnBLu1nquB
680	10	1620	0	\N	940	PnRqpFREDB
682	10	896	1	\N	1040	qnBlDPFRpl
683	10	3426	3	\N	972	PnRbEDLpbF
684	10	1632	0	RFU	760	1nLB1qUBLq
685	10	960	0	RFU	778	qnBRqUbnqP
687	10	751	0	RFU	760	PnREPFUERF
688	10	61	0	\N	788	EnFUqFPERB
690	10	1356	1	RFU	746	qnBUqURqPb
692	10	2537	3	\N	788	PnRUFRqPBE
694	10	355	0	\N	868	PnRn1bRbLP
695	10	3542	3	RFU	818	EnFnPFRfuF
696	10	1356	1	RFU	760	qnBuqPURnB
697	10	3604	3	RFU	800	PnRuBUqPuR
700	10	94	0	RFU	762	PnrqPBUBuq
701	10	3633	3	\N	860	PnrqPbLn1q
702	10	2615	3	\N	860	PnLp1ULD1R
703	10	1028	3	\N	764	PnLnEUFU1R
704	10	94	3	\N	840	PnLnEuFRU1
705	10	2437	0	\N	820	Pn1ELU1FLR
706	10	3442	3	\N	796	En1RnLUPUF
708	10	142	2	\N	824	qnLnPU1URB
709	10	525	2	RFU	800	qnRqPBPURB
710	10	3738	1	RFU	802	qnRqPbnquB
711	10	751	0	\N	880	PnFDEUFpER
712	10	943	2	RFU	800	qnRUPBURuP
714	10	1888	3	\N	848	PnEURqPFRB
715	10	1362	0	\N	848	1nqURBLqPB
716	10	1648	2	\N	848	qnPUERBPFR
717	10	530	2	\N	784	qnPUEUFnRB
718	10	197	0	RFU	704	En1ULn1ULF
719	10	3335	1	\N	768	1nqUqRBPBL
720	10	3604	2	\N	856	PnEn1nLFuR
722	10	1239	0	\N	800	PnEuFURBnq
723	10	1348	2	RFU	728	qnPuRUPnRB
724	10	1348	0	\N	800	qnPuRnBLn1
725	10	1239	2	RFU	728	PnEuFnEnFR
727	10	142	0	RFU	752	PnEuFuEnFR
728	10	2413	1	\N	960	qnrpRUPDrB
729	10	262	2	\N	930	PuLRFrFrf1
732	10	3542	3	RFU	800	EuFRnPUEuF
733	10	3646	3	RFU	800	1uLFnEu1UL
734	10	1392	3	\N	990	1uLfRqRBrf
735	10	3657	0	RFU	816	1uLBn1nLUq
736	10	831	2	RFU	840	1uLq1BuqLB
737	10	142	0	RFU	778	1uLULE1fnE
740	10	1789	1	\N	784	quBULUFUE1
741	10	1691	0	RFU	776	quBULU1qUB
742	10	1691	2	\N	784	quBULnFUE1
743	10	1789	3	RFU	776	quBULn1qUB
744	10	219	0	\N	808	1uLUFuRUPE
746	10	1691	3	\N	878	quBUlE1FU1
747	10	1471	2	RFU	816	quBURqUBnP
748	10	1691	0	RFU	776	quBnqPURnB
749	10	3442	3	RFU	816	quBnLU1quB
750	10	436	2	\N	852	1uLuLPE1FR
753	10	1400	0	\N	852	PuRuFRqPBE
754	10	142	2	\N	940	PuLPFRE1uR
755	10	898	1	\N	950	quqlE1FlbL
756	10	387	2	\N	994	PurDbUbpnP
758	10	3442	3	RFU	818	qub1qLUqUB
759	10	3388	3	\N	810	PurqPq1qLq
760	10	2546	1	\N	970	qublELqlF1
761	10	1120	3	\N	930	Purb1qLbPB
762	10	2618	2	RFU	856	PurUBnqrUR
764	10	436	2	\N	940	1uRB1qLPuL
765	10	3542	3	\N	880	quFPURnEuB
766	10	3442	3	\N	896	EuBU1nLquF
770	10	2751	0	\N	1060	EuqdBuqdBF
771	10	2546	1	\N	900	quEPFuERBF
772	10	2623	3	\N	1080	1uFdEuFdEL
774	10	1603	3	\N	912	1uFuElBlqL
775	10	1603	3	\N	896	1uFuquBuEL
776	10	1330	3	\N	888	PuqUEnBuFR
777	10	1603	3	\N	1000	1uBlqlFuEL
779	10	3646	0	\N	856	quPEUFURUB
780	10	1743	0	\N	1002	fDFpFlqUBl
781	10	59	0	\N	1066	fDqFrBEpuf
782	10	59	0	\N	1070	fDFrBEuqpf
784	10	275	0	\N	1070	fDEuqFrBpf
785	10	663	1	\N	1100	bDbprbnbUr
786	10	275	0	\N	1050	fDBuqFrEpf
787	10	900	3	\N	1040	fDqPBpf1UL
789	10	2679	0	\N	1136	rDBpfDqpfr
790	10	703	0	\N	1060	rDBuqpBuqr
791	10	3015	0	\N	1202	fDPDbRdfnL
792	10	59	0	\N	1070	fDrBEuqFpf
795	10	663	1	\N	1236	fDrplDrplf
796	10	2175	1	\N	1208	fDrnbUbprf
797	10	2823	1	\N	1180	fDrnrfplUl
798	10	275	0	\N	1046	fDuqFrBEpf
800	10	59	0	\N	1070	fpFuBElqDf
801	10	2175	0	\N	1002	fpEDErBnqr
802	10	275	0	\N	1066	fpBElqFDuf
803	10	275	0	\N	1070	fpElqFuBDf
805	10	1332	1	\N	1040	fpBLqDfRnP
806	10	275	0	\N	1050	fpBlqFuEDf
807	10	59	0	\N	1050	fpquBElFDf
809	10	831	2	\N	1136	lpqDfpBDfl
810	10	2615	3	\N	1060	lpquBDquBl
811	10	275	0	\N	1070	fplqFuBEDf
812	10	2823	3	\N	1284	fplDfrDbpr
814	10	1743	3	\N	1040	fplDlnlUlf
815	10	1743	3	\N	1208	fplUbnbDlf
816	10	2823	3	\N	1180	fplUlfDrnr
818	10	2759	0	\N	1100	lFdEUFdEnl
819	10	2175	0	\N	982	rBUqrFpFDf
820	10	2759	0	\N	1060	rBuqDBuqpr
821	10	968	1	RFU	766	b1qLUqUBnq
822	10	1160	0	RFU	814	lE1FU1uLu1
825	10	3411	3	\N	988	frF1nLUErf
826	10	3383	3	\N	988	blBnPURqlb
827	10	2175	3	\N	1208	rbDlnlUbpr
829	10	663	1	\N	1236	lfpbDfpbDl
830	10	491	0	\N	1320	bldfLRdbLR
831	10	2607	3	\N	1050	frBLqrB1qf
832	10	831	2	\N	1190	lfRblRbRfR
834	10	3495	3	\N	1092	blEDLp1Flb
835	10	3515	3	\N	1112	frqRDPpBrf
836	10	1472	1	\N	1010	lfPERElquB
838	10	2175	3	\N	1040	rbUbnbDbpr
839	10	2751	0	\N	1024	blnPUlnRUb
840	10	663	1	\N	1124	rbnfUbnfUr
841	10	1362	3	RFU	766	lBLqnLn1UL
843	10	1743	3	\N	920	fLFlqUBLnF
845	10	751	0	\N	1100	bPdRnPdRUb
846	10	1743	0	\N	982	lqnBlEDEpf
847	10	751	0	\N	1060	f1uLp1uLDf
849	10	3410	3	\N	988	brqULn1Brb
850	10	783	2	\N	1136	flDRplDPpf
851	10	2607	3	\N	1236	rfDbpfDbpr
852	10	1743	1	\N	1208	lbprUrnbDl
854	10	3514	3	\N	1092	brFpPDRErb
855	10	914	3	\N	1010	brFRERbLu1
856	10	3494	3	\N	1112	flB1pLDqlf
857	10	663	1	\N	1050	flqPBlqRBf
859	10	2679	0	\N	1150	rf1bLf1bLr
860	10	783	2	\N	1024	brULnrU1nb
861	10	2607	3	\N	1124	lbUfnbUfnl
862	10	1743	1	\N	1072	lbnbDlplUl
864	10	2971	0	\N	910	bUqPEnFRUq
866	10	2175	1	\N	1072	fUfpfDrnrf
867	10	1028	0	\N	970	bUbpPFrEPD
869	10	59	0	\N	990	fUf1RuLPnf
871	10	751	0	\N	950	bUEDFnEpbF
872	10	719	0	\N	1070	lUPdRnPdlR
874	10	275	0	\N	990	fU1RuLPfnf
875	10	2679	0	\N	1024	lUFnbUEnbl
876	10	275	0	\N	982	fURuLPf1nf
878	10	663	1	\N	1124	bUlnrUlnrb
879	10	59	0	\N	998	fULf1RuPnf
880	10	275	0	\N	982	fU1uLPfRnf
881	10	663	1	\N	1100	bUrnrbprDr
884	10	1743	3	\N	1072	fnfDfplUlf
885	10	1356	3	\N	970	bnbDLElFLp
886	10	2823	3	\N	1180	fnfDrbUbpr
889	10	2759	0	\N	950	lnRpPURDlP
890	10	2623	3	\N	1070	rnLd1ULd1r
891	10	59	0	\N	990	fn1RuLPfUf
893	10	275	0	\N	998	fnPf1RuLUf
894	10	2607	3	\N	1100	bnlUlbDlpl
895	10	275	0	\N	998	fnLf1RuPUf
896	10	2615	3	\N	1100	rnEdFUEdFr
898	10	59	0	\N	982	fn1uLPfRUf
901	10	1028	0	\N	970	DbUbpPFrEP
902	10	968	3	\N	970	pLBlqLDfnf
903	10	1356	3	\N	970	pbnbDLElFL
929	11	2268	3	\N	984	FDnqPnRUBpE
933	11	62	0	\N	1330	LplEdruqrp1
934	11	62	0	\N	1240	LplqldrErp1
936	11	877	1	\N	976	FpfU1ULnfDE
937	11	2688	3	\N	976	RprUEnFnrDP
938	11	3367	1	\N	1000	LplUquBnlD1
939	11	3458	3	\N	1000	BpbnPnRubDq
941	11	3526	1	\N	1016	RpruEUFUrDP
943	11	276	0	\N	1260	FpbRbdfLfpE
944	11	276	0	\N	1350	FpbLubdRfpE
