163209	46	50	5545323	300	1662
154082	12	3	48202	200	3433
156603	29	4	144131	300	377
160352	42	39	5246680	200	1408
154303	14	9	246685	100	1031
157107	12	31	232345	11	322
157268	32	2	7263	10	307
162140	6	48	513542	200	2980
157973	34	29	168421	110	2323
163235	50	49	5927508	100	3535
163509	35	51	4939213	200	952
163859	30	52	3492305	300	2207
158392	16	36	2446283	0	3762
160701	43	43	10215	20	389
154246	14	2	11401	11	3851
158355	11	36	1037635	300	1472
154484	6	16	513513	200	1104
154759	18	10	508840	100	3508
155307	7	22	6233	21	364
163978	45	52	5300375	200	3488
156612	6	29	22182	10	3527
158789	31	37	3523976	0	1441
160827	17	44	2502757	100	2033
156099	18	26	21907	21	1813
161087	7	45	621909	200	3676
163820	52	25	6147419	0	2277
163262	4	51	225084	300	549
163526	37	51	4964940	300	2569
164416	53	49	261253	310	2340
154353	3	15	31624	200	3331
158017	35	2	207072	0	1489
155978	26	2	117818	300	3252
159588	40	21	5136808	0	3104
155552	17	23	2502697	200	100
158116	35	14	42784	310	2183
158480	27	36	3093823	0	3038
162079	44	47	5287515	100	65
164168	18	53	2516074	300	1387
154699	3	18	151071	100	453
157655	21	33	2677521	0	3417
154449	16	1	16	0	703
156268	27	14	624307	0	2957
159868	18	41	2516062	300	1037
161090	45	7	1052954	100	3550
161431	7	46	129213	11	3070
161777	6	47	513622	100	3796
157659	33	21	3954163	0	3796
159660	40	30	5136915	200	3755
154177	5	13	53319	200	2413
157975	34	29	3988002	300	2290
158213	27	35	3093923	200	914
160086	6	42	513535	200	1224
162188	12	48	1098917	200	828
163422	24	51	564081	311	1023
156206	27	6	624312	200	2974
162150	48	7	1162161	0	1575
160350	42	39	5246581	0	2349
162871	50	3	701	320	3633
155413	22	20	2740646	0	3271
163596	46	51	5545319	300	2984
156556	28	25	3404195	100	2028
157150	17	31	104583	310	2642
156214	27	7	624313	200	946
157106	31	11	706650	300	221
158519	36	31	981003	311	2552
160355	40	42	5136966	100	3301
163439	51	26	1196764	11	2892
154467	4	16	225097	100	1577
161806	47	9	1154581	200	3018
163097	32	50	3631391	300	3460
156373	28	2	6808	10	531
157186	31	21	3523815	300	3894
159832	41	13	45241	110	751
160634	43	34	5255700	100	941
164324	38	53	4970361	200	970
158551	36	35	42835	321	3690
160668	43	38	5255661	300	2873
161774	47	5	244045	200	61
162609	49	18	1173671	11	276
162350	48	32	5845150	0	2555
160443	43	10	1043460	200	3754
164365	53	43	6183444	0	2382
153850	7	8	6230	10	108
155760	24	21	2785975	100	1243
157240	31	28	706746	111	3543
163648	52	3	259468	0	3281
154515	10	16	798211	100	1623
161734	45	46	1053022	311	1606
163124	50	35	5927455	200	2733
164025	51	52	6009444	100	3604
156233	10	27	798219	100	1873
157297	6	32	513602	100	3393
155950	23	25	2780145	0	2106
157306	7	32	621896	200	3552
157496	32	31	1694	31	3428
164042	53	2	261240	100	2164
157016	29	30	3450816	200	968
162784	40	49	215813	310	1129
155458	23	5	116648	0	2914
154030	11	6	219534	300	276
160555	43	24	5255611	200	833
162314	28	48	681760	11	2733
163852	52	29	6147423	0	3609
154263	14	4	51447	100	3318
158908	10	38	798147	200	2121
159578	20	40	2663850	200	2268
164364	43	53	5255678	300	2625
154291	8	14	145124	100	59
158518	36	31	4943338	200	2510
160502	18	43	2516104	100	488
158806	33	37	1865	131	2431
164116	53	11	12026	321	1120
160592	29	43	3450641	300	59
160896	44	25	5287409	200	2081
164266	53	30	6183571	100	3915
158893	8	38	695367	300	1156
160177	42	17	1041610	111	5
162030	38	47	4970256	0	1014
162555	49	11	1173592	200	3552
163452	28	51	3404217	100	611
164418	50	53	5927511	100	1612
155889	15	25	1227691	100	887
158442	22	36	2740763	200	2607
161149	15	45	54394	10	3614
154984	20	4	23333	11	383
163107	50	33	5927491	100	309
163272	51	5	253126	100	477
155034	20	10	539052	200	3406
154864	7	19	621963	100	1555
156866	10	30	798141	200	2184
154917	19	13	515492	200	3261
155781	24	24	2785941	200	2093
159287	21	39	2677625	200	3633
160900	26	44	2806087	200	905
161741	46	46	5545507	200	2570
162301	26	48	2805798	300	565
156830	30	5	146065	200	734
157961	28	34	3404204	100	2487
158310	36	5	207308	200	2731
158846	38	2	208555	0	2796
159145	3	39	151012	200	3684
154542	16	13	494866	0	2615
160309	34	42	3988073	300	2482
154456	16	2	102132	200	1796
157951	34	26	3987996	300	3870
158902	38	9	986296	0	364
159041	38	26	4970090	300	206
161964	47	29	5807052	200	540
159913	24	41	2785857	0	1018
153821	3	8	31627	300	3786
153916	9	8	159459	100	2527
159053	28	38	3404165	300	2749
162119	48	3	245797	100	930
154785	18	13	508832	300	1114
158836	37	36	4964931	300	463
160348	39	42	5016952	200	1456
163505	51	34	6009345	200	2916
159454	40	4	215798	200	2268
156862	30	9	699723	200	200
158628	37	10	985134	300	2522
161145	45	14	1052938	0	3789
161945	27	47	624393	311	2078
153947	10	4	35326	300	3348
160223	42	23	1041617	111	2210
160521	43	20	1043542	11	59
160662	38	43	208545	110	2869
161144	14	45	1166184	300	3422
158460	36	24	4943232	0	2607
159739	2	41	23085	11	2225
161267	30	45	3492492	0	968
156582	2	29	110121	200	265
155656	24	8	564013	100	848
158224	35	28	4939231	100	1276
160193	42	19	5246419	300	695
162931	11	50	1037648	300	180
154598	17	5	21764	311	1362
161808	10	47	167569	11	3666
162851	49	49	11465	20	260
163970	44	52	5287438	200	3552
157871	16	34	2446029	300	1947
154491	7	16	621964	100	2301
154596	17	5	104573	100	2355
155595	23	22	2780281	100	1971
155927	20	25	2663913	100	2028
156871	30	10	699684	300	2836
159827	13	41	1129593	0	767
161770	5	47	255450	200	276
163189	50	43	1180188	311	3440
158814	34	37	802147	111	3824
163477	31	51	3524089	200	3552
157869	16	34	102147	110	1635
157903	20	34	2663881	300	942
160654	37	43	208273	110	1796
158066	35	8	980079	100	2599
159462	40	5	215799	200	2429
155152	7	21	621965	100	3543
159067	30	38	699781	111	3880
160187	42	18	5246418	300	2323
160705	44	1	44	0	3542
160960	44	33	5287419	200	3339
156724	20	29	111503	10	307
159556	40	17	5136804	0	663
157338	11	32	1037589	200	3641
162107	2	48	110222	100	2867
161159	16	45	2446390	200	3211
153764	6	6	106100	200	94
161744	2	47	23091	11	418
162836	47	49	5807112	100	388
164223	25	53	2801799	200	1496
156348	27	24	3093950	100	3870
159261	18	39	508898	11	3881
158410	18	36	2516019	200	2684
162184	48	11	1162178	200	1623
153928	10	2	1875	10	3291
157110	12	31	1098941	300	278
163517	36	51	4943358	200	2055
153983	10	9	167502	100	1799
155068	15	20	260033	11	3825
157364	32	14	152497	11	3822
159178	39	7	996185	100	340
159768	41	5	10109	110	933
161418	5	46	255489	300	2010
155121	3	21	150994	200	385
155802	4	25	225020	200	2537
156548	28	24	3404194	100	1950
157428	32	22	3631322	200	3701
161063	4	45	225042	200	97
154543	16	13	102138	111	535
155051	20	12	539064	300	3348
156278	27	15	624321	200	1685
156499	18	28	2516050	300	490
158391	36	15	42842	310	2082
160261	28	42	3404171	300	1001
160277	30	42	3492295	300	1441
161719	46	43	5545405	0	1135
153966	7	10	129127	200	638
154839	4	19	46793	11	1833
159420	38	39	208542	110	2942
159521	13	40	1129910	100	743
163364	17	51	2502759	100	1789
158780	37	29	4964869	300	1141
161786	7	47	621911	200	3450
164194	53	21	6183560	100	1870
156379	3	28	151001	200	371
154725	6	18	513552	300	3792
157499	32	31	3631372	300	3574
154519	16	10	21320	110	1575
155494	10	23	35344	10	2323
159091	33	38	1866	131	2751
163669	6	52	513626	100	62
157387	17	32	104579	310	2035
158528	33	36	3954178	0	1965
159858	41	16	5210038	300	2759
160365	42	41	10184	120	2767
154827	19	2	106549	0	2241
157812	9	34	761371	0	2394
158945	38	14	986286	300	2741
158981	19	38	515554	311	3460
161319	45	36	5300261	0	2564
162523	49	7	1173588	200	3657
155968	25	25	2801770	200	695
160499	43	17	5255601	200	1355
154024	6	11	106126	100	62
156445	28	11	142205	11	3883
157111	31	12	706666	0	320
155457	5	23	255468	300	1217
156183	27	3	6257	310	1671
158883	7	38	621983	100	1424
162453	48	45	5845301	100	1178
156867	10	30	798182	300	843
157365	32	14	728962	100	3623
160214	42	22	5246564	0	1539
161570	24	46	564080	311	174
163675	52	6	11961	321	214
160814	44	15	46013	10	3646
163405	22	51	2740776	200	3272
154190	13	6	238507	300	1989
156651	29	10	690801	300	3660
160123	42	10	1041524	300	2559
156886	30	12	699726	200	1438
158603	37	7	985161	200	960
161382	44	45	5287470	300	358
162263	48	21	5845277	100	1398
154879	9	19	761356	0	2767
158110	14	35	1166216	100	1439
163059	27	50	624396	311	2107
158641	37	12	985153	0	873
160139	42	12	1041528	300	1539
161876	47	18	5806942	0	488
155721	24	16	2785934	200	3778
159134	39	1	39	0	94
161368	45	42	5300404	100	2861
153694	4	3	2408	11	262
155649	24	7	564002	200	2394
162986	18	50	2516031	200	3534
164314	53	36	6183538	200	1819
154772	12	18	1098886	200	3337
155469	23	6	24540	310	2836
157526	33	4	1862	121	3314
161824	12	47	48219	10	3649
162382	48	36	5845154	0	709
162645	23	49	2780169	0	3095
155470	7	23	6234	21	2680
156397	28	5	29634	11	656
158206	26	35	2805786	300	3412
163807	52	23	2803	331	1239
154526	16	11	494864	0	930
155383	22	16	2740744	200	2402
156299	18	27	2516048	300	724
160181	18	42	2516103	100	2083
160978	36	44	4943252	0	2921
162716	49	31	5897335	300	3418
162797	42	49	5246591	0	1620
154220	13	10	238511	300	2143
157437	32	23	3631365	300	2028
161953	28	47	3404177	300	266
158062	8	35	695407	100	2431
154907	19	12	515478	0	1867
157238	28	31	3404161	300	3521
158669	16	37	2446284	0	3604
162028	47	37	5807058	200	1356
163299	9	51	761446	0	1805
164080	7	53	621957	300	2221
155484	23	8	562755	200	3096
156537	23	28	2780247	200	1239
159494	40	9	1019661	200	2759
161924	47	24	5807049	200	1302
154570	2	17	110149	300	2041
157774	4	34	225031	200	3101
161009	44	39	5287465	300	3480
157033	31	2	147509	200	3620
157146	31	16	3523811	300	760
153908	9	7	159458	100	2450
157445	32	24	3631366	300	868
158406	36	17	4943323	200	3690
158952	38	15	986315	200	722
159865	18	41	508900	11	1138
161092	45	7	46120	310	3459
160055	2	42	110174	300	2241
163424	51	24	6009416	100	1616
157410	20	32	2663875	300	473
163636	2	52	23096	11	3760
156218	8	27	695318	200	1028
158351	36	10	207318	311	3218
158642	37	12	42997	110	2576
162195	13	48	1129916	100	464
164402	48	53	5845310	100	3649
157490	32	30	3631330	200	814
159166	39	5	43587	311	3608
161269	30	45	3492591	200	917
161522	18	46	2516067	300	1307
159460	40	5	215795	0	1616
162737	49	34	1173687	11	967
163696	52	9	1225201	0	2450
160413	7	43	129210	11	3822
161287	45	32	5300257	0	64
153885	9	4	1790	210	2585
156645	10	29	798222	100	3525
162668	49	25	5897326	300	1028
164362	43	53	5255719	100	3033
162154	8	48	145187	11	1898
161137	45	13	1052937	0	3027
161351	45	40	5300265	0	3067
163359	51	16	1196754	11	2010
164139	53	14	1233023	200	2003
155671	24	10	563992	0	2824
159908	23	41	562827	311	455
154274	6	14	22179	11	180
154691	2	18	110190	100	549
160867	22	44	114962	110	3338
163391	51	20	1196758	11	59
163502	34	51	3988078	300	1775
154587	17	4	104564	0	1356
155588	23	21	2780240	200	2539
161240	26	45	2805793	300	1446
156454	28	12	681695	100	3822
159268	39	18	210697	310	3633
160788	12	44	1098913	200	3881
157699	33	26	3954168	0	3222
158169	35	21	4939183	200	3082
154468	4	16	225016	200	2308
161235	45	25	5300347	200	2944
156203	6	27	513561	300	1531
159321	39	25	5016837	0	1931
153958	6	10	106104	200	60
163155	50	39	5927497	100	229
154706	4	18	46792	11	618
158575	4	37	225032	200	2910
157319	32	8	728945	300	3313
158141	18	35	2516018	200	2339
153975	10	8	167501	100	331
154427	15	12	11982	10	35
158428	36	20	4943228	0	2057
160053	2	42	110214	100	1457
160622	33	43	35136	121	3350
153750	6	4	5116	11	3739
154693	2	18	110150	300	542
154765	11	18	1037615	300	3825
164122	53	12	1233031	100	3174
155159	8	21	30376	10	3580
155360	22	13	554753	300	1965
164074	53	6	1233025	100	2807
164321	53	37	6183535	200	2760
155316	8	22	695394	100	644
159209	39	11	996166	0	543
163665	52	5	259478	100	3272
164044	53	2	54654	311	1356
155262	21	20	2677365	300	361
161773	47	5	244049	100	226
162099	47	46	5807108	100	1062
162152	48	7	1162174	200	1006
163139	50	37	5927495	100	1521
160116	10	42	167564	11	2143
163385	51	19	6009329	200	1661
160410	43	6	1043477	100	3842
161987	47	32	5807090	100	275
163850	29	52	3450838	200	3542
154930	15	19	1227644	300	1663
156734	21	29	2677615	200	534
157341	32	11	728959	100	3271
159580	40	20	5136807	0	2028
162241	48	18	1162246	311	3126
163808	24	52	2785868	0	2514
153873	3	9	31618	200	1115
154039	8	11	30366	11	397
155599	23	23	2780282	100	38
157533	33	5	166694	0	3326
157501	32	32	3631409	100	653
159649	29	40	3450638	300	3067
154159	3	13	7204	11	2194
155726	17	24	21772	321	1811
156298	18	27	2516008	200	2568
162258	21	48	2677536	0	1352
155906	17	25	2502695	200	5
158522	32	36	3631338	200	2684
163750	52	16	6147410	0	978
156688	29	15	690823	0	3551
157809	34	8	35540	110	837
164193	53	21	6183422	0	1789
156199	27	5	27199	311	3154
163401	51	21	6009332	200	262
158856	38	3	208560	200	1230
160833	44	17	5287443	300	2337
163734	52	14	1225206	0	660
156146	26	23	2805716	300	202
160476	43	14	1043474	300	3819
155767	24	22	2785838	0	1707
155900	25	16	2801664	0	3255
159920	41	24	5210048	300	182
155580	23	20	2780239	200	1239
163747	16	52	494947	111	1408
154013	11	4	45424	200	3881
154061	11	10	219528	200	48
162980	50	17	5927336	0	2802
163395	21	51	2677539	0	280
158534	36	33	4943340	200	2229
159571	19	40	515558	311	2815
162914	9	50	7533	221	2688
154458	3	16	408	20	2218
154588	17	4	104572	100	1577
159953	29	41	3450729	0	2979
163527	51	37	253135	10	2752
160217	42	22	5246422	300	1224
156304	19	27	2547214	0	2482
159572	40	19	5136806	0	3301
163783	52	20	6147554	100	3763
164199	22	53	2740778	200	2910
153867	9	2	33464	0	1505
156007	26	6	567847	0	2862
159962	30	41	699783	111	3683
154195	13	7	238479	0	1448
155073	20	15	539078	100	3574
156151	26	24	2805968	0	2101
160004	41	35	5210199	0	791
160482	43	15	1043486	100	3615
157698	26	33	2805724	300	1066
155040	20	11	111497	11	3883
155169	9	21	159522	211	3098
155932	25	20	2801767	200	2537
157542	33	6	166699	111	634
156514	20	28	2663876	300	615
163706	52	10	1225215	200	645
161685	39	46	5016957	200	2133
158905	38	9	986279	300	1965
159479	40	7	215806	311	1128
161416	5	46	255530	100	2354
154003	11	3	10155	11	3907
154791	18	14	508844	100	3623
157040	31	3	30921	111	3763
161839	47	13	244052	311	3064
160328	42	36	5246679	200	70
164276	53	31	1233102	311	1573
156009	26	6	567860	200	2719
158996	21	38	2677622	200	1823
160961	44	33	5287459	300	3561
161959	29	47	144148	110	526
154356	15	3	54375	100	3740
155788	25	2	117610	0	2049
160734	44	5	10296	10	436
156196	27	5	129639	0	1654
158620	37	9	985133	300	1584
159424	39	38	5016989	100	847
160175	17	42	506149	311	5
163408	51	22	6009414	100	3604
163503	51	34	1196772	11	841
164390	53	46	6183586	100	618
156544	24	28	2785983	100	1028
159031	38	25	986375	111	3380
163563	42	51	5246593	0	1491
156584	29	2	144134	0	276
156676	14	29	246756	11	3422
161487	14	46	51466	10	1265
162876	50	4	249523	0	3756
163034	24	50	2785965	200	1302
154392	8	15	145125	100	543
158663	15	37	1227620	200	1701
163823	52	25	2801	331	1026
158525	36	32	4943375	100	1351
162985	18	50	2516113	100	3485
159246	16	39	494934	111	1018
163996	52	47	6147441	0	3551
162854	49	49	5897353	300	32
164253	29	53	3450741	0	1606
154068	2	12	5320	11	3907
158631	11	37	1037592	200	1606
159385	39	33	5016984	100	626
163463	51	29	1196767	11	436
158964	17	38	2502708	200	3388
162101	47	46	1154657	311	927
160316	35	42	4939203	200	5
161177	45	18	5300243	0	64
163068	50	28	5927347	0	3506
163310	10	51	798198	300	3319
157515	3	33	151006	200	3748
163251	3	51	31707	11	376
155519	13	23	1129890	100	455
157346	12	32	1098901	200	3337
157412	32	20	3631320	200	641
158946	15	38	54387	10	789
159718	38	40	4970249	0	348
160511	19	43	2547327	200	1781
163376	51	18	6009409	100	472
154852	19	5	106560	100	1616
160447	11	43	1037599	200	3816
161970	47	30	5806954	0	1618
162436	48	43	5845161	0	830
154156	13	2	49539	100	956
159262	18	39	2516101	100	3474
160381	3	43	31699	11	376
160969	44	34	5287460	300	725
154573	17	2	104566	200	1572
162538	49	9	1173611	100	1505
163658	52	4	259473	200	3335
158863	38	4	9645	110	3140
160076	5	42	716	20	1648
163305	51	9	1196675	200	1427
155007	7	20	621925	300	3470
158484	36	27	4943235	0	775
160318	42	35	5246577	0	3317
161046	2	45	110217	100	265
155438	3	23	1675	21	1377
160920	44	28	5287414	200	2
161693	40	46	5136931	200	364
163893	52	34	6147567	100	799
158246	31	35	3523886	300	2624
157511	33	2	166695	200	3335
160497	43	17	1043539	11	2258
164118	12	53	1099003	100	2910
163486	32	51	3631387	300	168
153967	7	10	129137	300	265
158615	9	37	33482	210	1888
153887	5	9	11782	11	1760
156463	28	13	681675	200	1988
161954	47	28	5806952	0	361
155795	3	25	151036	300	2210
160422	8	43	695414	100	3575
161223	24	45	2785960	200	1339
162220	16	48	2446393	200	3646
163000	20	50	539142	11	3440
163958	52	42	6147534	200	1915
155441	3	23	151038	300	2861
159765	5	41	255443	200	2331
159849	41	15	1034067	200	2335
163182	43	50	220786	10	3388
161900	47	21	5807082	100	52
163740	15	52	1227637	200	277
159197	10	39	167561	11	456
159805	10	41	798151	200	1623
163900	52	35	6147429	0	1168
156802	2	30	110122	200	2699
159731	40	39	5136964	100	2402
160035	41	39	5210203	0	1018
160301	33	42	3954094	300	1539
154237	13	13	238487	0	3341
160236	25	42	2801788	200	527
155379	16	22	2446368	200	2554
156608	29	5	144137	0	275
157492	31	32	3523971	0	3419
157735	31	33	3523972	0	277
157969	29	34	690905	111	1494
162095	46	47	232933	110	1789
157717	33	28	3954269	200	3755
158865	38	4	208552	300	2633
160114	42	9	1041553	200	2671
155378	16	22	21321	121	2117
156715	29	18	3450562	300	64
158938	14	38	51458	10	2137
158992	38	20	4970328	200	1465
163756	17	52	2502724	200	1539
155090	20	17	2663823	200	2260
163293	8	51	695342	200	3360
156193	5	27	255511	100	2721
154054	11	9	219537	300	2117
155332	10	22	798214	100	229
160240	42	25	5246664	200	3301
155882	14	25	1166123	200	1711
160888	44	24	5287412	200	1807
154622	17	8	21765	310	1279
161669	37	46	4965029	0	2753
162614	19	49	2547375	100	1812
160459	43	12	1043462	200	3535
161304	45	34	5300397	100	1412
164008	49	52	51806	21	3609
156708	18	29	105185	10	469
161502	46	15	1102170	300	2379
161514	17	46	506153	311	2309
164185	53	20	6183421	0	1137
154363	15	4	2808	10	3359
156452	12	28	1098938	300	3271
155691	13	24	1129522	0	922
162628	49	20	5897324	300	169
163534	38	51	4970166	300	792
164221	25	53	2801701	0	1112
162998	50	19	5927436	200	2752
158698	37	19	985222	111	241
157795	34	6	802047	300	1915
154828	19	2	106557	100	2484
158028	35	3	42782	311	2218
161154	45	15	1052962	100	3551
164012	52	49	6147443	0	3475
164444	53	53	261256	310	618
163206	46	50	5545412	0	1669
153894	9	5	33472	300	1640
155539	23	15	562772	100	1224
163841	28	52	3404222	100	3465
154041	8	11	145100	200	229
161405	46	3	232924	200	1471
155102	20	19	1288	31	1657
155455	5	23	255507	100	1348
156559	26	28	2805972	0	3033
158180	23	35	2780294	100	3474
160411	43	6	1043456	200	3636
156576	28	28	3404199	100	40
158639	12	37	1098904	200	2869
163148	50	38	5927454	200	2511
155621	4	24	225023	200	2658
156574	28	27	3404156	300	2487
159820	12	41	1098990	100	1272
158658	37	14	38	141	2474
158841	38	1	38	0	2474
161926	25	47	2801695	0	2912
157334	32	10	728937	200	3816
153819	3	8	31638	100	3421
162414	48	40	5845260	200	133
154320	14	11	246666	200	638
155851	10	25	798174	300	2143
156511	20	28	111502	10	390
160956	33	44	3954285	200	3873
159103	38	34	986384	111	3770
164231	26	53	2806096	200	2783
164282	53	32	6183568	100	2335
155632	24	5	116960	100	3067
155943	22	25	554843	111	2522
154317	11	14	219542	300	201
160399	5	43	255445	200	585
156857	9	30	761632	100	3731
157748	33	32	794674	111	3792
159790	8	41	695372	300	1903
162261	21	48	2677447	300	1467
163879	52	32	259484	310	3348
157178	31	20	3523816	300	3474
159976	41	31	5210054	300	763
156060	13	26	1129893	100	118
158235	30	35	3492482	0	1097
155624	24	4	116959	100	1956
158211	27	35	3093822	0	1643
159372	39	31	43584	321	193
157187	22	31	2740657	0	278
162075	47	43	5807104	100	280
163318	11	51	1037644	300	3393
155741	19	24	2547311	200	1675
157286	32	4	152484	200	519
157468	32	27	3631327	200	2568
161525	46	18	5545478	200	864
164205	23	53	2780173	0	1760
154085	4	12	46738	100	3272
158892	8	38	695327	200	717
158541	36	34	4943381	100	3770
163413	23	51	2780270	200	2233
155326	9	22	761582	300	1843
156982	25	30	2801678	0	2241
158255	35	32	4939096	0	1138
160835	18	44	2516107	100	36
154021	11	5	45425	200	3728
156762	29	24	3450813	200	2268
159413	37	39	4965121	200	2900
160179	42	17	5246417	300	3317
161473	12	46	1098915	200	1448
155733	18	24	2516007	200	1701
156072	26	14	117834	111	880
162582	15	49	1227716	100	3814
155153	7	21	621885	200	3417
158401	17	36	2502748	100	1408
159774	6	41	513574	300	1104
163932	52	39	6147433	0	640
160337	42	37	5246489	300	1077
162948	50	13	1180106	0	688
163061	50	27	5927485	100	2134
158709	21	37	2677525	0	1478
160591	29	43	3450828	200	221
155136	5	21	255504	100	457
156751	23	29	322	330	1028
157077	8	31	695322	200	61
157211	25	31	2801679	0	760
155077	16	20	4913	120	2553
155996	5	26	255510	100	2681
156504	19	28	2547354	100	2028
157889	34	18	35545	121	2752
164270	31	53	30923	121	1702
154794	15	18	260031	11	3506
155217	15	21	1227606	200	3572
158864	38	4	208561	200	2305
160472	14	43	1166183	300	3905
160342	42	38	5246580	0	3770
154614	17	7	5005	321	1176
156794	29	28	3450815	200	156
154310	14	10	51454	11	171
156084	16	26	21325	121	2594
157145	31	16	3524057	200	803
163054	50	26	5927442	200	1284
159666	40	31	5136818	0	2696
157159	31	18	3523957	0	3419
154683	17	16	2502731	100	3333
157462	27	32	3093819	0	2535
159674	40	32	5136819	0	1053
162923	10	50	798202	300	276
155958	24	25	2785841	0	1675
161575	25	46	2801694	0	1496
162048	40	47	5136932	200	3074
157344	12	32	232346	11	3885
159965	41	30	5210194	0	2065
161017	44	40	5287466	300	2321
158695	19	37	2547320	200	1528
154078	3	12	31621	200	3551
159824	41	12	10108	121	1104
162141	6	48	513582	300	1044
156959	30	21	3492214	300	2456
153917	9	8	33479	211	1207
155523	23	13	562770	100	2034
156581	2	29	110203	100	163
158333	36	8	980928	100	2018
159402	39	35	996244	311	1224
155252	21	19	542007	111	2912
156892	30	13	699714	0	3731
157676	33	23	794669	111	3106
162807	43	49	5255675	300	474
154130	12	9	232251	200	2293
156096	26	17	24772	121	1859
159732	40	39	5136924	200	1128
160619	43	32	5255617	200	2
162505	49	5	156	31	436
162810	49	43	5897346	300	489
160625	43	33	1043555	11	3487
159283	39	20	5016931	200	3470
161086	7	45	621989	100	3648
162459	46	48	5545321	300	192
153811	2	8	23026	100	3847
155509	23	11	116657	311	2347
159247	16	39	2446384	200	1360
160066	42	3	220354	200	1243
160498	43	17	5255682	100	2552
160693	42	43	5246585	0	1491
161725	44	46	5287432	200	2874
162951	50	13	249535	311	675
163360	51	16	6009411	100	1008
163819	25	52	2801507	300	1915
156898	14	30	1166130	200	2141
158900	9	38	33483	210	1120
161828	47	12	1154571	0	3483
153734	6	2	285	21	3335
156219	8	27	695358	300	819
160950	44	32	1050319	11	276
161662	46	35	5545309	300	3698
164320	53	37	6183577	100	3576
155873	13	25	1129892	100	535
156208	7	27	6227	21	2506
156974	24	30	2785846	0	2684
158725	23	37	2780157	0	3021
159626	40	26	5136813	0	3786
160659	43	37	5255620	200	3203
161701	41	46	5210309	200	1352
162422	48	41	5845257	200	2441
163738	15	52	11983	21	213
154227	13	11	49543	211	1496
159234	39	14	996192	100	48
161916	47	23	5807048	200	1598
162270	48	22	5845140	0	1751
160186	42	18	5246658	200	1616
156314	20	27	2663834	200	2912
161939	47	26	5807088	100	1268
157374	32	15	728942	200	3642
157762	34	2	168410	200	1001
159298	39	22	5016973	100	62
163316	11	51	1037684	100	3768
164082	53	7	1233026	100	1096
154250	3	14	7205	11	3647
157426	32	22	152504	10	3394
158502	36	29	4943336	200	2520
161471	12	46	10777	21	1296
162305	48	26	1162252	311	3827
164336	53	39	2836	331	831
157467	32	27	3631408	100	2921
155043	20	11	539063	300	3608
157263	32	1	32	0	3543
157922	34	22	3988347	200	1891
159573	40	19	5136943	100	2815
162809	49	43	5897305	200	648
158459	24	36	564072	311	3524
154911	13	19	1129517	0	743
157459	32	26	3631407	100	2913
160304	42	33	5246674	200	1973
161616	30	46	699789	111	575
162386	37	48	4965031	0	1398
162947	13	50	1129877	300	736
163598	51	46	6009438	100	2625
154244	2	14	23011	200	3303
157314	8	32	695323	200	3434
155421	22	21	2740647	0	3760
155644	7	24	621969	100	2918
157305	7	32	621973	100	3832
159461	40	5	215803	100	2347
162715	49	31	5897294	200	3425
